"zone","state","lga","sector","ea","hhid","shock_cd","shock_other","s15aq1","s15aq2","s15aq3a","s15aq3b","s15aq3c","s15aq4","s15aq7_1","s15aq7_2","s15aq7_3","s15aq7_4","s15aq7_os"
4,1,115,1,670,10001,1,,2,,,,,,,,,,
4,1,115,1,670,10001,2,,2,,,,,,,,,,
4,1,115,1,670,10001,3,,2,,,,,,,,,,
4,1,115,1,670,10001,4,,2,,,,,,,,,,
4,1,115,1,670,10001,5,,2,,,,,,,,,,
4,1,115,1,670,10001,6,,2,,,,,,,,,,
4,1,115,1,670,10001,7,,2,,,,,,,,,,
4,1,115,1,670,10001,8,,2,,,,,,,,,,
4,1,115,1,670,10001,9,,2,,,,,,,,,,
4,1,115,1,670,10001,10,,2,,,,,,,,,,
4,1,115,1,670,10001,11,,2,,,,,,,,,,
4,1,115,1,670,10001,12,,2,,,,,,,,,,
4,1,115,1,670,10001,13,,2,,,,,,,,,,
4,1,115,1,670,10001,14,,2,,,,,,,,,,
4,1,115,1,670,10001,15,,2,,,,,,,,,,
4,1,115,1,670,10001,16,,2,,,,,,,,,,
4,1,115,1,670,10001,17,,2,,,,,,,,,,
4,1,115,1,670,10001,18,,2,,,,,,,,,,
4,1,115,1,670,10001,19,,2,,,,,,,,,,
4,1,115,1,670,10001,20,,2,,,,,,,,,,
4,1,115,1,670,10001,21,,2,,,,,,,,,,
4,1,115,1,670,10001,22,,2,,,,,,,,,,
4,1,115,1,670,10002,1,,2,,,,,,,,,,
4,1,115,1,670,10002,2,,2,,,,,,,,,,
4,1,115,1,670,10002,3,,2,,,,,,,,,,
4,1,115,1,670,10002,4,,2,,,,,,,,,,
4,1,115,1,670,10002,5,,2,,,,,,,,,,
4,1,115,1,670,10002,6,,2,,,,,,,,,,
4,1,115,1,670,10002,7,,2,,,,,,,,,,
4,1,115,1,670,10002,8,,2,,,,,,,,,,
4,1,115,1,670,10002,9,,2,,,,,,,,,,
4,1,115,1,670,10002,10,,2,,,,,,,,,,
4,1,115,1,670,10002,11,,2,,,,,,,,,,
4,1,115,1,670,10002,12,,2,,,,,,,,,,
4,1,115,1,670,10002,13,,2,,,,,,,,,,
4,1,115,1,670,10002,14,,2,,,,,,,,,,
4,1,115,1,670,10002,15,,2,,,,,,,,,,
4,1,115,1,670,10002,16,,2,,,,,,,,,,
4,1,115,1,670,10002,17,,2,,,,,,,,,,
4,1,115,1,670,10002,18,,2,,,,,,,,,,
4,1,115,1,670,10002,19,,2,,,,,,,,,,
4,1,115,1,670,10002,20,,2,,,,,,,,,,
4,1,115,1,670,10002,21,,2,,,,,,,,,,
4,1,115,1,670,10002,22,,2,,,,,,,,,,
4,1,115,1,670,10003,1,,2,,,,,,,,,,
4,1,115,1,670,10003,2,,2,,,,,,,,,,
4,1,115,1,670,10003,3,,2,,,,,,,,,,
4,1,115,1,670,10003,4,,2,,,,,,,,,,
4,1,115,1,670,10003,5,,2,,,,,,,,,,
4,1,115,1,670,10003,6,,2,,,,,,,,,,
4,1,115,1,670,10003,7,,2,,,,,,,,,,
4,1,115,1,670,10003,8,,2,,,,,,,,,,
4,1,115,1,670,10003,9,,2,,,,,,,,,,
4,1,115,1,670,10003,10,,2,,,,,,,,,,
4,1,115,1,670,10003,11,,2,,,,,,,,,,
4,1,115,1,670,10003,12,,2,,,,,,,,,,
4,1,115,1,670,10003,13,,2,,,,,,,,,,
4,1,115,1,670,10003,14,,2,,,,,,,,,,
4,1,115,1,670,10003,15,,2,,,,,,,,,,
4,1,115,1,670,10003,16,,2,,,,,,,,,,
4,1,115,1,670,10003,17,,2,,,,,,,,,,
4,1,115,1,670,10003,18,,2,,,,,,,,,,
4,1,115,1,670,10003,19,,2,,,,,,,,,,
4,1,115,1,670,10003,20,,2,,,,,,,,,,
4,1,115,1,670,10003,21,,2,,,,,,,,,,
4,1,115,1,670,10003,22,,2,,,,,,,,,,
4,1,115,1,670,10004,1,,2,,,,,,,,,,
4,1,115,1,670,10004,2,,2,,,,,,,,,,
4,1,115,1,670,10004,3,,2,,,,,,,,,,
4,1,115,1,670,10004,4,,2,,,,,,,,,,
4,1,115,1,670,10004,5,,2,,,,,,,,,,
4,1,115,1,670,10004,6,,2,,,,,,,,,,
4,1,115,1,670,10004,7,,2,,,,,,,,,,
4,1,115,1,670,10004,8,,2,,,,,,,,,,
4,1,115,1,670,10004,9,,2,,,,,,,,,,
4,1,115,1,670,10004,10,,2,,,,,,,,,,
4,1,115,1,670,10004,11,,2,,,,,,,,,,
4,1,115,1,670,10004,12,,2,,,,,,,,,,
4,1,115,1,670,10004,13,,2,,,,,,,,,,
4,1,115,1,670,10004,14,,2,,,,,,,,,,
4,1,115,1,670,10004,15,,2,,,,,,,,,,
4,1,115,1,670,10004,16,,2,,,,,,,,,,
4,1,115,1,670,10004,17,,2,,,,,,,,,,
4,1,115,1,670,10004,18,,2,,,,,,,,,,
4,1,115,1,670,10004,19,,2,,,,,,,,,,
4,1,115,1,670,10004,20,,2,,,,,,,,,,
4,1,115,1,670,10004,21,,2,,,,,,,,,,
4,1,115,1,670,10004,22,,2,,,,,,,,,,
4,1,115,1,670,10005,1,,2,,,,,,,,,,
4,1,115,1,670,10005,2,,2,,,,,,,,,,
4,1,115,1,670,10005,3,,2,,,,,,,,,,
4,1,115,1,670,10005,4,,2,,,,,,,,,,
4,1,115,1,670,10005,5,,2,,,,,,,,,,
4,1,115,1,670,10005,6,,2,,,,,,,,,,
4,1,115,1,670,10005,7,,2,,,,,,,,,,
4,1,115,1,670,10005,8,,2,,,,,,,,,,
4,1,115,1,670,10005,9,,2,,,,,,,,,,
4,1,115,1,670,10005,10,,2,,,,,,,,,,
4,1,115,1,670,10005,11,,2,,,,,,,,,,
4,1,115,1,670,10005,12,,2,,,,,,,,,,
4,1,115,1,670,10005,13,,2,,,,,,,,,,
4,1,115,1,670,10005,14,,2,,,,,,,,,,
4,1,115,1,670,10005,15,,2,,,,,,,,,,
4,1,115,1,670,10005,16,,2,,,,,,,,,,
4,1,115,1,670,10005,17,,2,,,,,,,,,,
4,1,115,1,670,10005,18,,2,,,,,,,,,,
4,1,115,1,670,10005,19,,2,,,,,,,,,,
4,1,115,1,670,10005,20,,1,1,1,0,0,1,21,,,,
4,1,115,1,670,10005,21,,2,,,,,,,,,,
4,1,115,1,670,10005,22,,2,,,,,,,,,,
4,1,115,1,670,10008,1,,2,,,,,,,,,,
4,1,115,1,670,10008,2,,2,,,,,,,,,,
4,1,115,1,670,10008,3,,2,,,,,,,,,,
4,1,115,1,670,10008,4,,2,,,,,,,,,,
4,1,115,1,670,10008,5,,2,,,,,,,,,,
4,1,115,1,670,10008,6,,2,,,,,,,,,,
4,1,115,1,670,10008,7,,2,,,,,,,,,,
4,1,115,1,670,10008,8,,2,,,,,,,,,,
4,1,115,1,670,10008,9,,2,,,,,,,,,,
4,1,115,1,670,10008,10,,2,,,,,,,,,,
4,1,115,1,670,10008,11,,2,,,,,,,,,,
4,1,115,1,670,10008,12,,2,,,,,,,,,,
4,1,115,1,670,10008,13,,2,,,,,,,,,,
4,1,115,1,670,10008,14,,2,,,,,,,,,,
4,1,115,1,670,10008,15,,2,,,,,,,,,,
4,1,115,1,670,10008,16,,2,,,,,,,,,,
4,1,115,1,670,10008,17,,2,,,,,,,,,,
4,1,115,1,670,10008,18,,2,,,,,,,,,,
4,1,115,1,670,10008,19,,2,,,,,,,,,,
4,1,115,1,670,10008,20,,2,,,,,,,,,,
4,1,115,1,670,10008,21,,2,,,,,,,,,,
4,1,115,1,670,10008,22,,2,,,,,,,,,,
4,1,105,2,0,10009,1,,2,,,,,,,,,,
4,1,105,2,0,10009,2,,2,,,,,,,,,,
4,1,105,2,0,10009,3,,2,,,,,,,,,,
4,1,105,2,0,10009,4,,2,,,,,,,,,,
4,1,105,2,0,10009,5,,2,,,,,,,,,,
4,1,105,2,0,10009,6,,2,,,,,,,,,,
4,1,105,2,0,10009,7,,2,,,,,,,,,,
4,1,105,2,0,10009,8,,2,,,,,,,,,,
4,1,105,2,0,10009,9,,2,,,,,,,,,,
4,1,105,2,0,10009,10,,2,,,,,,,,,,
4,1,105,2,0,10009,11,,2,,,,,,,,,,
4,1,105,2,0,10009,12,,2,,,,,,,,,,
4,1,105,2,0,10009,13,,2,,,,,,,,,,
4,1,105,2,0,10009,14,,2,,,,,,,,,,
4,1,105,2,0,10009,15,,2,,,,,,,,,,
4,1,105,2,0,10009,16,,2,,,,,,,,,,
4,1,105,2,0,10009,17,,2,,,,,,,,,,
4,1,105,2,0,10009,18,,2,,,,,,,,,,
4,1,105,2,0,10009,19,,2,,,,,,,,,,
4,1,105,2,0,10009,20,,1,1,1,0,0,1,21,,,,
4,1,105,2,0,10009,21,,2,,,,,,,,,,
4,1,105,2,0,10009,22,,2,,,,,,,,,,
4,1,115,1,670,10010,1,,2,,,,,,,,,,
4,1,115,1,670,10010,2,,2,,,,,,,,,,
4,1,115,1,670,10010,3,,2,,,,,,,,,,
4,1,115,1,670,10010,4,,2,,,,,,,,,,
4,1,115,1,670,10010,5,,2,,,,,,,,,,
4,1,115,1,670,10010,6,,2,,,,,,,,,,
4,1,115,1,670,10010,7,,2,,,,,,,,,,
4,1,115,1,670,10010,8,,2,,,,,,,,,,
4,1,115,1,670,10010,9,,2,,,,,,,,,,
4,1,115,1,670,10010,10,,2,,,,,,,,,,
4,1,115,1,670,10010,11,,2,,,,,,,,,,
4,1,115,1,670,10010,12,,2,,,,,,,,,,
4,1,115,1,670,10010,13,,2,,,,,,,,,,
4,1,115,1,670,10010,14,,2,,,,,,,,,,
4,1,115,1,670,10010,15,,2,,,,,,,,,,
4,1,115,1,670,10010,16,,2,,,,,,,,,,
4,1,115,1,670,10010,17,,2,,,,,,,,,,
4,1,115,1,670,10010,18,,2,,,,,,,,,,
4,1,115,1,670,10010,19,,2,,,,,,,,,,
4,1,115,1,670,10010,20,,1,1,1,0,0,1,21,,,,
4,1,115,1,670,10010,21,,2,,,,,,,,,,
4,1,115,1,670,10010,22,,2,,,,,,,,,,
4,1,111,1,1146,10031,1,,2,,,,,,,,,,
4,1,111,1,1146,10031,2,,2,,,,,,,,,,
4,1,111,1,1146,10031,3,,1,1,1,0,0,1,8,,,,
4,1,111,1,1146,10031,4,,2,,,,,,,,,,
4,1,111,1,1146,10031,5,,2,,,,,,,,,,
4,1,111,1,1146,10031,6,,2,,,,,,,,,,
4,1,111,1,1146,10031,7,,2,,,,,,,,,,
4,1,111,1,1146,10031,8,,2,,,,,,,,,,
4,1,111,1,1146,10031,9,,2,,,,,,,,,,
4,1,111,1,1146,10031,10,,2,,,,,,,,,,
4,1,111,1,1146,10031,11,,2,,,,,,,,,,
4,1,111,1,1146,10031,12,,2,,,,,,,,,,
4,1,111,1,1146,10031,13,,2,,,,,,,,,,
4,1,111,1,1146,10031,14,,2,,,,,,,,,,
4,1,111,1,1146,10031,15,,2,,,,,,,,,,
4,1,111,1,1146,10031,16,,2,,,,,,,,,,
4,1,111,1,1146,10031,17,,2,,,,,,,,,,
4,1,111,1,1146,10031,18,,2,,,,,,,,,,
4,1,111,1,1146,10031,19,,2,,,,,,,,,,
4,1,111,1,1146,10031,20,,2,,,,,,,,,,
4,1,111,1,1146,10031,21,,2,,,,,,,,,,
4,1,111,1,1146,10031,22,,2,,,,,,,,,,
4,1,111,1,1146,10032,1,,2,,,,,,,,,,
4,1,111,1,1146,10032,2,,2,,,,,,,,,,
4,1,111,1,1146,10032,3,,2,,,,,,,,,,
4,1,111,1,1146,10032,4,,2,,,,,,,,,,
4,1,111,1,1146,10032,5,,2,,,,,,,,,,
4,1,111,1,1146,10032,6,,2,,,,,,,,,,
4,1,111,1,1146,10032,7,,2,,,,,,,,,,
4,1,111,1,1146,10032,8,,2,,,,,,,,,,
4,1,111,1,1146,10032,9,,2,,,,,,,,,,
4,1,111,1,1146,10032,10,,2,,,,,,,,,,
4,1,111,1,1146,10032,11,,2,,,,,,,,,,
4,1,111,1,1146,10032,12,,2,,,,,,,,,,
4,1,111,1,1146,10032,13,,2,,,,,,,,,,
4,1,111,1,1146,10032,14,,2,,,,,,,,,,
4,1,111,1,1146,10032,15,,2,,,,,,,,,,
4,1,111,1,1146,10032,16,,2,,,,,,,,,,
4,1,111,1,1146,10032,17,,2,,,,,,,,,,
4,1,111,1,1146,10032,18,,2,,,,,,,,,,
4,1,111,1,1146,10032,19,,2,,,,,,,,,,
4,1,111,1,1146,10032,20,,2,,,,,,,,,,
4,1,111,1,1146,10032,21,,2,,,,,,,,,,
4,1,111,1,1146,10032,22,,2,,,,,,,,,,
4,1,111,1,1146,10033,1,,2,,,,,,,,,,
4,1,111,1,1146,10033,2,,2,,,,,,,,,,
4,1,111,1,1146,10033,3,,2,,,,,,,,,,
4,1,111,1,1146,10033,4,,2,,,,,,,,,,
4,1,111,1,1146,10033,5,,2,,,,,,,,,,
4,1,111,1,1146,10033,6,,2,,,,,,,,,,
4,1,111,1,1146,10033,7,,2,,,,,,,,,,
4,1,111,1,1146,10033,8,,2,,,,,,,,,,
4,1,111,1,1146,10033,9,,2,,,,,,,,,,
4,1,111,1,1146,10033,10,,2,,,,,,,,,,
4,1,111,1,1146,10033,11,,2,,,,,,,,,,
4,1,111,1,1146,10033,12,,2,,,,,,,,,,
4,1,111,1,1146,10033,13,,2,,,,,,,,,,
4,1,111,1,1146,10033,14,,2,,,,,,,,,,
4,1,111,1,1146,10033,15,,2,,,,,,,,,,
4,1,111,1,1146,10033,16,,2,,,,,,,,,,
4,1,111,1,1146,10033,17,,2,,,,,,,,,,
4,1,111,1,1146,10033,18,,2,,,,,,,,,,
4,1,111,1,1146,10033,19,,1,1,0,1,0,1,6,,,,
4,1,111,1,1146,10033,20,,1,1,1,0,0,2,21,,,,
4,1,111,1,1146,10033,21,,2,,,,,,,,,,
4,1,111,1,1146,10033,22,,2,,,,,,,,,,
4,1,111,1,1146,10034,1,,2,,,,,,,,,,
4,1,111,1,1146,10034,2,,2,,,,,,,,,,
4,1,111,1,1146,10034,3,,2,,,,,,,,,,
4,1,111,1,1146,10034,4,,2,,,,,,,,,,
4,1,111,1,1146,10034,5,,1,1,1,0,0,1,21,,,,
4,1,111,1,1146,10034,6,,2,,,,,,,,,,
4,1,111,1,1146,10034,7,,2,,,,,,,,,,
4,1,111,1,1146,10034,8,,1,1,0,1,0,2,21,,,,
4,1,111,1,1146,10034,9,,2,,,,,,,,,,
4,1,111,1,1146,10034,10,,2,,,,,,,,,,
4,1,111,1,1146,10034,11,,2,,,,,,,,,,
4,1,111,1,1146,10034,12,,2,,,,,,,,,,
4,1,111,1,1146,10034,13,,2,,,,,,,,,,
4,1,111,1,1146,10034,14,,2,,,,,,,,,,
4,1,111,1,1146,10034,15,,2,,,,,,,,,,
4,1,111,1,1146,10034,16,,2,,,,,,,,,,
4,1,111,1,1146,10034,17,,2,,,,,,,,,,
4,1,111,1,1146,10034,18,,2,,,,,,,,,,
4,1,111,1,1146,10034,19,,2,,,,,,,,,,
4,1,111,1,1146,10034,20,,1,1,1,0,0,3,21,,,,
4,1,111,1,1146,10034,21,,2,,,,,,,,,,
4,1,111,1,1146,10034,22,,2,,,,,,,,,,
4,1,111,1,1146,10035,1,,2,,,,,,,,,,
4,1,111,1,1146,10035,2,,2,,,,,,,,,,
4,1,111,1,1146,10035,3,,2,,,,,,,,,,
4,1,111,1,1146,10035,4,,2,,,,,,,,,,
4,1,111,1,1146,10035,5,,2,,,,,,,,,,
4,1,111,1,1146,10035,6,,2,,,,,,,,,,
4,1,111,1,1146,10035,7,,2,,,,,,,,,,
4,1,111,1,1146,10035,8,,2,,,,,,,,,,
4,1,111,1,1146,10035,9,,2,,,,,,,,,,
4,1,111,1,1146,10035,10,,2,,,,,,,,,,
4,1,111,1,1146,10035,11,,2,,,,,,,,,,
4,1,111,1,1146,10035,12,,2,,,,,,,,,,
4,1,111,1,1146,10035,13,,2,,,,,,,,,,
4,1,111,1,1146,10035,14,,2,,,,,,,,,,
4,1,111,1,1146,10035,15,,2,,,,,,,,,,
4,1,111,1,1146,10035,16,,2,,,,,,,,,,
4,1,111,1,1146,10035,17,,2,,,,,,,,,,
4,1,111,1,1146,10035,18,,2,,,,,,,,,,
4,1,111,1,1146,10035,19,,2,,,,,,,,,,
4,1,111,1,1146,10035,20,,2,,,,,,,,,,
4,1,111,1,1146,10035,21,,2,,,,,,,,,,
4,1,111,1,1146,10035,22,,2,,,,,,,,,,
4,1,111,1,1146,10036,1,,2,,,,,,,,,,
4,1,111,1,1146,10036,2,,2,,,,,,,,,,
4,1,111,1,1146,10036,3,,2,,,,,,,,,,
4,1,111,1,1146,10036,4,,2,,,,,,,,,,
4,1,111,1,1146,10036,5,,2,,,,,,,,,,
4,1,111,1,1146,10036,6,,2,,,,,,,,,,
4,1,111,1,1146,10036,7,,2,,,,,,,,,,
4,1,111,1,1146,10036,8,,2,,,,,,,,,,
4,1,111,1,1146,10036,9,,2,,,,,,,,,,
4,1,111,1,1146,10036,10,,2,,,,,,,,,,
4,1,111,1,1146,10036,11,,2,,,,,,,,,,
4,1,111,1,1146,10036,12,,2,,,,,,,,,,
4,1,111,1,1146,10036,13,,2,,,,,,,,,,
4,1,111,1,1146,10036,14,,2,,,,,,,,,,
4,1,111,1,1146,10036,15,,2,,,,,,,,,,
4,1,111,1,1146,10036,16,,2,,,,,,,,,,
4,1,111,1,1146,10036,17,,2,,,,,,,,,,
4,1,111,1,1146,10036,18,,2,,,,,,,,,,
4,1,111,1,1146,10036,19,,2,,,,,,,,,,
4,1,111,1,1146,10036,20,,2,,,,,,,,,,
4,1,111,1,1146,10036,21,,2,,,,,,,,,,
4,1,111,1,1146,10036,22,,2,,,,,,,,,,
4,1,111,1,1146,10037,1,,2,,,,,,,,,,
4,1,111,1,1146,10037,2,,2,,,,,,,,,,
4,1,111,1,1146,10037,3,,2,,,,,,,,,,
4,1,111,1,1146,10037,4,,2,,,,,,,,,,
4,1,111,1,1146,10037,5,,2,,,,,,,,,,
4,1,111,1,1146,10037,6,,2,,,,,,,,,,
4,1,111,1,1146,10037,7,,2,,,,,,,,,,
4,1,111,1,1146,10037,8,,2,,,,,,,,,,
4,1,111,1,1146,10037,9,,2,,,,,,,,,,
4,1,111,1,1146,10037,10,,2,,,,,,,,,,
4,1,111,1,1146,10037,11,,2,,,,,,,,,,
4,1,111,1,1146,10037,12,,2,,,,,,,,,,
4,1,111,1,1146,10037,13,,2,,,,,,,,,,
4,1,111,1,1146,10037,14,,2,,,,,,,,,,
4,1,111,1,1146,10037,15,,2,,,,,,,,,,
4,1,111,1,1146,10037,16,,2,,,,,,,,,,
4,1,111,1,1146,10037,17,,2,,,,,,,,,,
4,1,111,1,1146,10037,18,,2,,,,,,,,,,
4,1,111,1,1146,10037,19,,2,,,,,,,,,,
4,1,111,1,1146,10037,20,,2,,,,,,,,,,
4,1,111,1,1146,10037,21,,2,,,,,,,,,,
4,1,111,1,1146,10037,22,,2,,,,,,,,,,
4,1,111,1,1146,10038,1,,2,,,,,,,,,,
4,1,111,1,1146,10038,2,,2,,,,,,,,,,
4,1,111,1,1146,10038,3,,2,,,,,,,,,,
4,1,111,1,1146,10038,4,,2,,,,,,,,,,
4,1,111,1,1146,10038,5,,2,,,,,,,,,,
4,1,111,1,1146,10038,6,,2,,,,,,,,,,
4,1,111,1,1146,10038,7,,2,,,,,,,,,,
4,1,111,1,1146,10038,8,,2,,,,,,,,,,
4,1,111,1,1146,10038,9,,2,,,,,,,,,,
4,1,111,1,1146,10038,10,,2,,,,,,,,,,
4,1,111,1,1146,10038,11,,2,,,,,,,,,,
4,1,111,1,1146,10038,12,,2,,,,,,,,,,
4,1,111,1,1146,10038,13,,2,,,,,,,,,,
4,1,111,1,1146,10038,14,,2,,,,,,,,,,
4,1,111,1,1146,10038,15,,2,,,,,,,,,,
4,1,111,1,1146,10038,16,,2,,,,,,,,,,
4,1,111,1,1146,10038,17,,2,,,,,,,,,,
4,1,111,1,1146,10038,18,,2,,,,,,,,,,
4,1,111,1,1146,10038,19,,2,,,,,,,,,,
4,1,111,1,1146,10038,20,,2,,,,,,,,,,
4,1,111,1,1146,10038,21,,2,,,,,,,,,,
4,1,111,1,1146,10038,22,,2,,,,,,,,,,
4,1,111,1,1146,10040,1,,2,,,,,,,,,,
4,1,111,1,1146,10040,2,,2,,,,,,,,,,
4,1,111,1,1146,10040,3,,2,,,,,,,,,,
4,1,111,1,1146,10040,4,,2,,,,,,,,,,
4,1,111,1,1146,10040,5,,2,,,,,,,,,,
4,1,111,1,1146,10040,6,,2,,,,,,,,,,
4,1,111,1,1146,10040,7,,2,,,,,,,,,,
4,1,111,1,1146,10040,8,,2,,,,,,,,,,
4,1,111,1,1146,10040,9,,2,,,,,,,,,,
4,1,111,1,1146,10040,10,,2,,,,,,,,,,
4,1,111,1,1146,10040,11,,2,,,,,,,,,,
4,1,111,1,1146,10040,12,,2,,,,,,,,,,
4,1,111,1,1146,10040,13,,2,,,,,,,,,,
4,1,111,1,1146,10040,14,,2,,,,,,,,,,
4,1,111,1,1146,10040,15,,2,,,,,,,,,,
4,1,111,1,1146,10040,16,,2,,,,,,,,,,
4,1,111,1,1146,10040,17,,2,,,,,,,,,,
4,1,111,1,1146,10040,18,,2,,,,,,,,,,
4,1,111,1,1146,10040,19,,2,,,,,,,,,,
4,1,111,1,1146,10040,20,,2,,,,,,,,,,
4,1,111,1,1146,10040,21,,2,,,,,,,,,,
4,1,111,1,1146,10040,22,,2,,,,,,,,,,
4,1,102,1,1690,10051,1,,2,,,,,,,,,,
4,1,102,1,1690,10051,2,,2,,,,,,,,,,
4,1,102,1,1690,10051,3,,2,,,,,,,,,,
4,1,102,1,1690,10051,4,,2,,,,,,,,,,
4,1,102,1,1690,10051,5,,2,,,,,,,,,,
4,1,102,1,1690,10051,6,,2,,,,,,,,,,
4,1,102,1,1690,10051,7,,2,,,,,,,,,,
4,1,102,1,1690,10051,8,,2,,,,,,,,,,
4,1,102,1,1690,10051,9,,2,,,,,,,,,,
4,1,102,1,1690,10051,10,,2,,,,,,,,,,
4,1,102,1,1690,10051,11,,2,,,,,,,,,,
4,1,102,1,1690,10051,12,,2,,,,,,,,,,
4,1,102,1,1690,10051,13,,2,,,,,,,,,,
4,1,102,1,1690,10051,14,,2,,,,,,,,,,
4,1,102,1,1690,10051,15,,2,,,,,,,,,,
4,1,102,1,1690,10051,16,,2,,,,,,,,,,
4,1,102,1,1690,10051,17,,2,,,,,,,,,,
4,1,102,1,1690,10051,18,,2,,,,,,,,,,
4,1,102,1,1690,10051,19,,2,,,,,,,,,,
4,1,102,1,1690,10051,20,,2,,,,,,,,,,
4,1,102,1,1690,10051,21,,2,,,,,,,,,,
4,1,102,1,1690,10051,22,,2,,,,,,,,,,
4,1,102,1,1690,10053,1,,2,,,,,,,,,,
4,1,102,1,1690,10053,2,,2,,,,,,,,,,
4,1,102,1,1690,10053,3,,2,,,,,,,,,,
4,1,102,1,1690,10053,4,,2,,,,,,,,,,
4,1,102,1,1690,10053,5,,2,,,,,,,,,,
4,1,102,1,1690,10053,6,,2,,,,,,,,,,
4,1,102,1,1690,10053,7,,2,,,,,,,,,,
4,1,102,1,1690,10053,8,,2,,,,,,,,,,
4,1,102,1,1690,10053,9,,2,,,,,,,,,,
4,1,102,1,1690,10053,10,,2,,,,,,,,,,
4,1,102,1,1690,10053,11,,2,,,,,,,,,,
4,1,102,1,1690,10053,12,,2,,,,,,,,,,
4,1,102,1,1690,10053,13,,2,,,,,,,,,,
4,1,102,1,1690,10053,14,,2,,,,,,,,,,
4,1,102,1,1690,10053,15,,2,,,,,,,,,,
4,1,102,1,1690,10053,16,,2,,,,,,,,,,
4,1,102,1,1690,10053,17,,2,,,,,,,,,,
4,1,102,1,1690,10053,18,,2,,,,,,,,,,
4,1,102,1,1690,10053,19,,2,,,,,,,,,,
4,1,102,1,1690,10053,20,,2,,,,,,,,,,
4,1,102,1,1690,10053,21,,2,,,,,,,,,,
4,1,102,1,1690,10053,22,,2,,,,,,,,,,
4,1,102,1,1690,10054,1,,2,,,,,,,,,,
4,1,102,1,1690,10054,2,,2,,,,,,,,,,
4,1,102,1,1690,10054,3,,2,,,,,,,,,,
4,1,102,1,1690,10054,4,,2,,,,,,,,,,
4,1,102,1,1690,10054,5,,2,,,,,,,,,,
4,1,102,1,1690,10054,6,,2,,,,,,,,,,
4,1,102,1,1690,10054,7,,2,,,,,,,,,,
4,1,102,1,1690,10054,8,,2,,,,,,,,,,
4,1,102,1,1690,10054,9,,2,,,,,,,,,,
4,1,102,1,1690,10054,10,,2,,,,,,,,,,
4,1,102,1,1690,10054,11,,2,,,,,,,,,,
4,1,102,1,1690,10054,12,,2,,,,,,,,,,
4,1,102,1,1690,10054,13,,2,,,,,,,,,,
4,1,102,1,1690,10054,14,,2,,,,,,,,,,
4,1,102,1,1690,10054,15,,2,,,,,,,,,,
4,1,102,1,1690,10054,16,,2,,,,,,,,,,
4,1,102,1,1690,10054,17,,2,,,,,,,,,,
4,1,102,1,1690,10054,18,,2,,,,,,,,,,
4,1,102,1,1690,10054,19,,2,,,,,,,,,,
4,1,102,1,1690,10054,20,,2,,,,,,,,,,
4,1,102,1,1690,10054,21,,2,,,,,,,,,,
4,1,102,1,1690,10054,22,,2,,,,,,,,,,
4,1,102,1,0,10055,1,,2,,,,,,,,,,
4,1,102,1,0,10055,2,,1,1,1,0,0,1,21,,,,
4,1,102,1,0,10055,3,,2,,,,,,,,,,
4,1,102,1,0,10055,4,,2,,,,,,,,,,
4,1,102,1,0,10055,5,,2,,,,,,,,,,
4,1,102,1,0,10055,6,,2,,,,,,,,,,
4,1,102,1,0,10055,7,,2,,,,,,,,,,
4,1,102,1,0,10055,8,,2,,,,,,,,,,
4,1,102,1,0,10055,9,,2,,,,,,,,,,
4,1,102,1,0,10055,10,,2,,,,,,,,,,
4,1,102,1,0,10055,11,,2,,,,,,,,,,
4,1,102,1,0,10055,12,,2,,,,,,,,,,
4,1,102,1,0,10055,13,,2,,,,,,,,,,
4,1,102,1,0,10055,14,,2,,,,,,,,,,
4,1,102,1,0,10055,15,,2,,,,,,,,,,
4,1,102,1,0,10055,16,,2,,,,,,,,,,
4,1,102,1,0,10055,17,,2,,,,,,,,,,
4,1,102,1,0,10055,18,,2,,,,,,,,,,
4,1,102,1,0,10055,19,,2,,,,,,,,,,
4,1,102,1,0,10055,20,,2,,,,,,,,,,
4,1,102,1,0,10055,21,,2,,,,,,,,,,
4,1,102,1,0,10055,22,,2,,,,,,,,,,
4,1,102,1,1690,10056,1,,2,,,,,,,,,,
4,1,102,1,1690,10056,2,,2,,,,,,,,,,
4,1,102,1,1690,10056,3,,2,,,,,,,,,,
4,1,102,1,1690,10056,4,,2,,,,,,,,,,
4,1,102,1,1690,10056,5,,2,,,,,,,,,,
4,1,102,1,1690,10056,6,,2,,,,,,,,,,
4,1,102,1,1690,10056,7,,2,,,,,,,,,,
4,1,102,1,1690,10056,8,,2,,,,,,,,,,
4,1,102,1,1690,10056,9,,2,,,,,,,,,,
4,1,102,1,1690,10056,10,,2,,,,,,,,,,
4,1,102,1,1690,10056,11,,2,,,,,,,,,,
4,1,102,1,1690,10056,12,,2,,,,,,,,,,
4,1,102,1,1690,10056,13,,2,,,,,,,,,,
4,1,102,1,1690,10056,14,,2,,,,,,,,,,
4,1,102,1,1690,10056,15,,2,,,,,,,,,,
4,1,102,1,1690,10056,16,,2,,,,,,,,,,
4,1,102,1,1690,10056,17,,2,,,,,,,,,,
4,1,102,1,1690,10056,18,,2,,,,,,,,,,
4,1,102,1,1690,10056,19,,2,,,,,,,,,,
4,1,102,1,1690,10056,20,,2,,,,,,,,,,
4,1,102,1,1690,10056,21,,2,,,,,,,,,,
