"","value","labl","lga","piped_sewer_system","septic_tank","pit_latrine","open_drain","flushed_elsewhere","ventilated_improved_pit_latrine","pit_latrine_with_slab","open_pit_latrine","composting_toilet","hanging_toilet_latrine","no_facilities"
"297",1611,"1611. MBAITOLI","Mbaitoli",2,3,0,0,0,0,5,0,0,0,0
"298",1612,"1612. NGOR OKAPA","Ngor Okapa",0,0,0,0,0,0,0,0,0,0,0
"299",1613,"1613. NJABA","Njaba",0,0,2,0,0,0,6,1,0,0,1
"300",1614,"1614. NWERRE","Nwerre",0,0,0,0,0,0,0,0,0,0,0
"301",1615,"1615. NWANGELE","Nwangele",2,4,0,0,0,0,4,0,0,0,0
"302",1616,"1616. OBOWO","Obowo",2,2,1,0,0,0,5,0,0,0,0
"303",1617,"1617. OGUTA","Oguta",0,0,0,0,0,0,0,0,0,0,0
"304",1618,"1618. OHAJI EGBEMA","Ohaji Egbema",0,0,0,0,0,0,0,0,0,0,0
"305",1619,"1619. OKIGWE","Okigwe",0,0,0,0,0,0,0,0,0,0,0
"306",1620,"1620. ORLU","Orlu",0,1,0,0,0,0,0,0,0,0,0
"307",1621,"1621. ORSU","Orsu",0,0,0,0,0,0,0,0,0,0,0
"308",1622,"1622. ORU EAST","Oru East",0,7,1,0,0,0,8,1,0,0,3
"309",1623,"1623. ORU WEST","Oru West",0,0,0,0,0,0,0,0,0,0,0
"310",1624,"1624. OWERRI MUNICIPAL","Owerri Municipal",0,0,0,0,0,0,0,0,0,0,0
"311",1625,"1625. OWERRI NORTH","Owerri North",6,3,1,0,0,0,0,0,0,0,0
"312",1626,"1626. OWERRI WEST","Owerri West",4,5,0,0,0,0,0,0,0,0,0
"313",1627,"1627. ONUIMO","Onuimo",0,2,1,0,0,0,3,1,0,0,3
"314",1701,"1701. AUYO","Auyo",0,0,0,0,0,0,5,5,0,0,0
"315",1702,"1702. BABURA","Babura",0,0,0,0,0,0,0,0,0,0,0
"316",1703,"1703. BIRNIN KUDU","Birnin Kudu",0,0,0,0,0,0,0,0,0,0,0
"317",1704,"1704. BIRINWA","Birinwa",0,0,0,0,0,0,0,0,0,0,0
"318",1705,"1705. BUJI","Buji",0,0,0,0,0,0,0,0,0,0,0
"319",1706,"1706. DUTSE","Dutse",0,0,0,0,0,0,0,0,0,0,0
"320",1707,"1707. GAGARAWA","Gagarawa",0,0,1,0,0,0,7,1,0,0,1
"321",1708,"1708. GARKI","Garki",0,0,0,0,0,0,0,0,0,0,0
"322",1709,"1709. GUMEL","Gumel",0,0,0,0,0,0,0,0,0,0,0
"323",1710,"1710. GURI","Guri",0,0,0,0,0,0,0,0,0,0,0
"324",1711,"1711. GWARAM","Gwaram",0,0,0,0,0,0,0,0,0,0,0
"325",1712,"1712. GWIWA","Gwiwa",0,0,0,0,0,0,0,1,0,0,9
"326",1713,"1713. JADEJIA","Jadejia",0,0,0,0,0,0,0,0,0,0,0
"327",1714,"1714. JAHUN","Jahun",0,0,0,0,0,0,0,0,0,0,0
"328",1715,"1715. KAHIN HAUSA","Kahin Hausa",0,0,0,0,0,1,5,2,0,0,3
"329",1716,"1716. KAUGAMA","Kaugama",0,0,1,0,0,0,4,4,0,0,10
"330",1717,"1717. KAZAURE","Kazaure",0,0,0,0,0,0,0,3,0,0,7
"331",1718,"1718. KIRIKASAMMA","Kirikasamma",0,0,0,0,0,0,0,0,0,0,0
"332",1719,"1719. KIYAWA","Kiyawa",0,0,0,0,0,0,0,0,0,0,0
"333",1720,"1720. MAIGATARI","Maigatari",0,0,0,0,0,0,0,0,0,0,0
"334",1721,"1721. MALAM MADORI","Malam Madori",1,2,1,0,0,1,5,0,0,0,0
"335",1722,"1722. MIGA","Miga",0,0,0,0,0,0,1,5,0,0,4
"336",1723,"1723. RIGIM","Rigim",1,3,2,0,0,1,1,2,0,0,0
"337",1724,"1724. RONI","Roni",0,0,0,0,0,0,0,0,0,0,0
"338",1725,"1725. SULE TANKAR KAR","Sule Tankar Kar",0,0,0,0,0,0,1,4,1,0,4
"339",1726,"1726. TAURA","Taura",0,0,0,0,0,0,0,0,0,0,0
"340",1727,"1727. YAN KWASHI","Yan Kwashi",0,0,0,0,0,0,0,0,0,0,0
"341",1801,"1801. BIRININ GWARI","Birinin Gwari",0,0,0,0,0,0,0,0,0,0,0
"342",1802,"1802. CHIKUN","Chikun",8,1,7,0,0,0,5,0,0,0,9
"343",1803,"1803. GIWA","Giwa",0,0,0,0,0,0,3,7,0,0,0
"344",1804,"1804. IGABI","Igabi",1,0,3,0,0,0,4,0,0,0,0
"345",1805,"1805. IKARA","Ikara",0,0,1,0,0,0,5,11,0,0,3
"346",1806,"1806. JABA","Jaba",0,0,0,0,0,0,0,0,0,0,0
"347",1807,"1807. JEMA A","Jema A",0,0,0,0,0,0,8,0,0,0,2
"348",1808,"1808. KACHIA","Kachia",0,0,0,0,0,0,0,0,0,0,0
"349",1809,"1809. KADUNA NORTH","Kaduna North",8,1,5,0,1,0,3,1,0,0,1
"350",1810,"1810. KADUNA SOUTH","Kaduna South",4,0,2,1,0,0,2,1,0,0,0
"351",1811,"1811. KAGARKO","Kagarko",0,0,0,0,0,0,0,0,0,0,0
"352",1812,"1812. KAJURU","Kajuru",0,0,0,0,0,0,2,0,0,0,8
"353",1813,"1813. KAURU","Kauru",0,0,0,0,0,0,3,7,0,0,0
"354",1814,"1814. KAURA","Kaura",0,0,0,0,0,0,0,0,0,0,0
"355",1815,"1815. KUBAU","Kubau",0,0,0,0,0,0,0,0,0,0,0
"356",1816,"1816. KUDAN","Kudan",0,0,1,0,0,0,5,3,0,0,0
"357",1817,"1817. LERE","Lere",4,0,3,0,0,1,4,7,0,0,10
"358",1818,"1818. MAKARFI","Makarfi",0,0,0,0,0,0,1,8,0,0,1
"359",1819,"1819. SABON GARI","Sabon Gari",0,0,3,0,0,0,5,2,0,0,0
"360",1820,"1820. SANGA","Sanga",0,0,0,0,0,0,0,0,0,0,10
"361",1821,"1821. SOBA","Soba",0,0,0,0,0,0,2,8,0,0,0
"362",1822,"1822. ZONGON KATAF","Zongon Kataf",6,0,3,0,0,0,1,0,0,0,0
"363",1823,"1823. ZARIA","Zaria",0,0,0,0,0,0,0,0,0,0,0
"364",1901,"1901. AJINGI","Ajingi",0,0,0,0,0,0,0,0,0,0,0
"365",1902,"1902. ALBASU","Albasu",0,0,0,0,0,0,0,0,0,0,0
"366",1903,"1903. BAGWAI","Bagwai",0,0,0,0,0,0,0,0,0,0,0
"367",1904,"1904. BEBEJI","Bebeji",0,0,0,0,0,0,0,0,0,0,0
"368",1905,"1905. BICHI","Bichi",0,0,0,0,0,0,0,0,0,0,0
"369",1906,"1906. BUNKURE","Bunkure",0,0,0,0,0,0,0,0,0,0,0
"370",1907,"1907. DALA","Dala",0,0,0,0,0,0,0,0,0,0,0
"371",1908,"1908. DAMBATTA","Dambatta",0,0,0,0,0,0,0,0,0,0,0
"372",1909,"1909. DAWAKIN KUDU","Dawakin Kudu",0,0,3,0,0,0,4,3,0,0,0
"373",1910,"1910. DAWAKIN TOFA","Dawakin Tofa",0,0,2,0,0,0,7,1,0,0,0
"374",1911,"1911. DOGUWA","Doguwa",0,0,0,0,0,0,0,0,0,0,0
"375",1912,"1912. FAGGE","Fagge",0,1,2,0,0,0,6,0,0,0,0
"376",1913,"1913. GABASAWA","Gabasawa",0,0,0,0,0,0,0,0,0,0,0
"377",1914,"1914. GARKO","Garko",0,0,2,0,0,0,2,6,0,0,0
"378",1915,"1915. GARUN MALAM","Garun Malam",0,0,0,0,0,0,0,0,0,0,0
"379",1916,"1916. GAYA","Gaya",0,0,0,0,0,0,0,0,0,0,0
"380",1917,"1917. GEZAWA","Gezawa",0,0,0,0,0,0,0,0,0,0,0
"381",1918,"1918. GWALE","Gwale",0,0,1,0,0,0,0,0,0,0,0
"382",1919,"1919. GWARZO","Gwarzo",0,1,6,0,0,0,8,5,0,0,0
"383",1920,"1920. KABO","Kabo",0,0,0,0,0,0,0,0,0,0,0
"384",1921,"1921. KANO MUNICIPAL","Kano Municipal",1,0,2,0,0,0,4,0,0,0,0
"385",1922,"1922. KARAYE","Karaye",0,0,0,0,0,0,0,0,0,0,0
"386",1923,"1923. KIBIYA","Kibiya",0,0,1,0,0,0,8,0,0,0,0
"387",1924,"1924. KIRU","Kiru",0,0,3,0,0,0,5,2,0,0,0
"388",1925,"1925. KUMBOTSO","Kumbotso",0,0,1,0,0,0,1,0,0,0,0
"389",1926,"1926. KUNCHI","Kunchi",0,0,0,0,0,0,0,0,0,0,0
"390",1927,"1927. KURA","Kura",0,2,2,0,0,0,4,2,0,0,0
"391",1928,"1928. MADOBI","Madobi",0,2,2,0,0,0,3,3,0,0,0
"392",1929,"1929. MAKODA","Makoda",0,1,2,0,0,0,2,5,0,0,0
"393",1930,"1930. MINJIBIR","Minjibir",0,0,0,0,0,0,0,0,0,0,0
"394",1931,"1931. NASARAWA (KANO STATE)","Nasarawa (Kano State)",0,0,0,0,0,0,0,0,0,0,0
"395",1932,"1932. RANO","Rano",0,0,0,0,0,0,0,0,0,0,0
"396",1933,"1933. RIMIN GADO","Rimin Gado",0,1,3,0,0,0,6,0,0,0,0
"397",1934,"1934. ROGO","Rogo",0,0,0,0,0,0,0,0,0,0,0
"398",1935,"1935. SHANONO","Shanono",0,0,0,0,0,0,0,0,0,0,0
"399",1936,"1936. SUMAILA","Sumaila",0,0,0,0,0,0,0,0,0,0,0
"400",1937,"1937. TAKAI","Takai",0,0,0,0,0,0,0,0,0,0,0
"401",1938,"1938. TARAUNI","Tarauni",0,0,0,0,0,0,0,0,0,0,0
"402",1939,"1939. TOFA","Tofa",0,0,0,0,0,0,0,0,0,0,0
"403",1940,"1940. TSANYAWA","Tsanyawa",0,3,2,0,0,0,4,1,0,0,0
"404",1941,"1941. TUDUN WADA","Tudun Wada",0,0,2,0,0,0,1,7,0,0,0
"405",1942,"1942. UNGOGO","Ungogo",0,0,0,0,0,0,0,0,0,0,0
"406",1943,"1943. WARAWA","Warawa",0,0,0,0,0,0,0,0,0,0,0
"407",1944,"1944. WUDIL","Wudil",0,0,0,0,0,0,0,0,0,0,0
"408",2001,"2001. BAKORI","Bakori",0,0,0,0,0,0,0,0,0,0,0
"409",2002,"2002. BATAGARAWA","Batagarawa",0,0,0,0,0,0,0,0,0,0,0
"410",2003,"2003. BATSARI","Batsari",0,0,4,0,0,0,3,3,0,0,0
"411",2004,"2004. BAURE","Baure",0,0,0,0,0,0,0,0,0,0,0
"412",2005,"2005. BINDAWA","Bindawa",0,0,0,0,0,0,0,0,0,0,0
"413",2006,"2006. CHARANCHI","Charanchi",0,0,0,0,0,0,0,0,0,0,0
"414",2007,"2007. DAN MUSA","Dan Musa",0,0,0,0,0,0,0,0,0,0,0
"415",2008,"2008. DANDUME","Dandume",0,0,0,0,0,0,0,0,0,0,0
"416",2009,"2009. DANJA","Danja",0,0,4,0,0,0,3,3,0,0,0
"417",2010,"2010. DAURA","Daura",0,0,1,0,0,1,6,0,0,0,2
"418",2011,"2011. DUTSI","Dutsi",0,0,0,0,0,0,0,0,0,0,0
"419",2012,"2012. DUTSI MA","Dutsi Ma",3,1,3,0,0,0,3,0,0,0,0
"420",2013,"2013. FASKARI","Faskari",0,0,0,0,0,0,0,0,0,0,0
"421",2014,"2014. FUNTUA","Funtua",0,0,0,0,0,0,0,0,0,0,0
"422",2015,"2015. INGAWA","Ingawa",0,0,0,0,0,0,0,0,0,0,8
"423",2016,"2016. JIBIA","Jibia",2,0,1,0,0,0,13,3,0,0,1
"424",2017,"2017. KAFUR","Kafur",0,0,0,0,0,0,0,0,0,0,0
"425",2018,"2018. KAITA","Kaita",0,0,0,0,0,0,1,1,0,0,5
"426",2019,"2019. KANKARA","Kankara",0,0,0,0,0,0,0,0,0,0,0
"427",2020,"2020. KANKIA","Kankia",0,0,0,0,0,0,0,0,0,0,0
"428",2021,"2021. KATSINA","Katsina",0,0,1,1,0,0,14,5,0,0,0
"429",2022,"2022. KURFI","Kurfi",0,0,0,0,0,0,0,0,0,0,0
"430",2023,"2023. KUSADA","Kusada",0,0,0,0,0,0,0,0,0,0,0
"431",2024,"2024. MAI ADUA","Mai Adua",0,0,0,0,0,0,0,0,0,0,0
"432",2025,"2025. MALUNFASHI","Malunfashi",0,0,10,0,0,1,5,4,0,0,0
"433",2026,"2026. MANI","Mani",0,0,1,0,0,1,3,5,0,0,0
"434",2027,"2027. MASHI","Mashi",0,0,0,0,0,0,0,0,0,0,0
"435",2028,"2028. MATAZU","Matazu",0,0,3,0,0,0,3,1,0,0,0
"436",2029,"2029. MUSAWA","Musawa",0,0,0,0,0,0,0,0,0,0,0
"437",2030,"2030. RIMI","Rimi",0,0,0,0,0,0,0,0,0,0,0
"438",2031,"2031. SABUWA","Sabuwa",0,0,0,0,0,0,0,0,0,0,0
"439",2032,"2032. SAFANA","Safana",0,0,3,0,0,0,6,1,0,0,0
"440",2033,"2033. SANDAMU","Sandamu",0,0,0,0,0,0,0,0,0,0,0
"441",2034,"2034. ZANGO","Zango",0,0,1,1,0,0,4,0,0,0,4
"442",2101,"2101. ALIERO","Aliero",1,0,0,0,0,0,3,6,0,0,0
"443",2102,"2102. AREWA","Arewa",0,0,0,0,0,0,0,0,0,0,0
"444",2103,"2103. ARGUNGUN","Argungun",0,0,0,0,0,0,0,0,0,0,0
"445",2104,"2104. AUGIE","Augie",0,0,0,0,0,0,0,0,0,0,0
"446",2105,"2105. BAGUDO","Bagudo",0,0,0,0,0,0,0,1,0,0,9
"447",2106,"2106. BIRININ KEBBI","Birinin Kebbi",4,2,0,0,0,0,1,3,0,0,0
"448",2107,"2107. BUNZA","Bunza",0,0,0,0,0,0,0,0,0,0,0
"449",2108,"2108. DANDI","Dandi",0,0,0,0,0,0,0,0,0,0,0
"450",2109,"2109. DANKO WASAGU","Danko Wasagu",0,0,0,0,0,0,0,0,0,0,0
"451",2110,"2110. FAKAI","Fakai",0,0,0,0,0,0,0,0,0,0,0
"452",2111,"2111. GWANDU","Gwandu",1,0,0,0,0,0,0,9,0,0,0
"453",2112,"2112. JEGA","Jega",0,0,0,0,0,0,1,8,0,0,1
"454",2113,"2113. KALGO","Kalgo",0,0,0,0,0,0,0,0,0,0,0
"455",2114,"2114. KOKO BESSE","Koko Besse",0,0,0,0,0,0,0,0,0,0,0
"456",2115,"2115. MAIYAMA","Maiyama",0,0,0,0,0,0,0,3,0,0,15
"457",2116,"2116. NGASKI","Ngaski",0,0,0,0,0,0,0,0,0,0,0
"458",2117,"2117. SAKABA","Sakaba",0,0,0,0,0,0,0,0,0,0,0
"459",2118,"2118. SHANGA","Shanga",0,0,0,0,0,0,0,0,0,0,0
"460",2119,"2119. SURU","Suru",0,0,0,0,0,0,0,4,0,0,16
"461",2120,"2120. YAURI","Yauri",0,0,0,0,0,0,0,0,0,0,0
"462",2121,"2121. ZURU","Zuru",0,0,0,0,0,0,0,0,0,0,0
"463",2201,"2201. ADAVI","Adavi",0,0,0,0,0,0,0,0,0,0,1
"464",2202,"2202. AJAOKUTA","Ajaokuta",0,0,0,0,0,0,0,0,0,0,0
"465",2203,"2203. ANKPA","Ankpa",0,0,0,0,0,0,1,2,0,0,17
"466",2204,"2204. BASSA (KOGI STATE)","Bassa (Kogi State)",0,0,0,0,0,0,0,0,0,0,0
"467",2205,"2205. DEKINA","Dekina",0,0,0,0,0,0,0,0,0,0,0
"468",2206,"2206. IBAJI","Ibaji",0,0,0,0,0,0,0,0,0,0,0
"469",2207,"2207. IDAH","Idah",0,0,0,0,0,0,0,0,0,0,0
"470",2208,"2208. IGALAMELA","Igalamela",0,0,0,0,0,0,0,0,0,0,20
"471",2209,"2209. IJUMU","Ijumu",0,0,0,0,0,0,0,0,0,0,0
"472",2210,"2210. KABBA BUNU","Kabba Bunu",0,0,0,0,0,0,0,0,0,0,0
"473",2211,"2211. KOGI","Kogi",0,1,0,0,0,0,0,0,0,0,9
"474",2212,"2212. LOKOJA","Lokoja",0,0,0,0,0,0,0,0,0,0,0
"475",2213,"2213. MAPO MURO","Mapo Muro",0,3,1,0,0,0,4,0,0,0,2
"476",2214,"2214. OFU","Ofu",0,0,0,0,0,0,0,0,0,0,0
"477",2215,"2215. OGORI MAGONGO","Ogori Magongo",0,0,0,0,0,0,0,0,0,0,0
"478",2216,"2216. OKEHI","Okehi",2,0,4,0,0,0,2,0,0,0,20
"479",2217,"2217. OKENE","Okene",0,0,0,0,0,0,0,0,0,0,0
"480",2218,"2218. OLAMA BORO","Olama Boro",0,0,0,0,0,0,0,0,0,0,0
"481",2219,"2219. OMALA","Omala",0,0,0,0,0,0,0,0,0,0,0
"482",2220,"2220. YAGBA EAST","Yagba East",0,3,0,0,0,0,0,0,0,0,7
"483",2221,"2221. YAGBA WEST","Yagba West",0,0,0,0,0,0,0,0,0,0,0
"484",2301,"2301. ASA","Asa",0,0,0,0,0,0,0,0,0,0,0
"485",2302,"2302. BARUTEN","Baruten",0,0,0,0,0,0,0,0,0,0,6
"486",2303,"2303. EDU","Edu",0,0,0,0,0,0,0,0,0,0,20
"487",2304,"2304. EKITI","Ekiti",0,5,2,0,0,0,2,0,0,0,9
"488",2305,"2305. IFELODUN (KWARA)","Ifelodun (Kwara)",0,1,0,0,0,0,0,0,0,0,9
"489",2306,"2306. ILORIN EAST","Ilorin East",0,0,0,0,0,0,0,0,0,0,10
"490",2307,"2307. ILORIN SOUTH","Ilorin South",0,2,5,0,0,0,1,1,0,0,0
"491",2308,"2308. ILORIN WEST","Ilorin West",0,3,3,0,0,0,10,0,0,0,4
"492",2309,"2309. IRESPODUN","Irespodun",0,3,5,0,0,0,6,5,0,0,11
"493",2310,"2310. ISIN","Isin",0,3,0,0,0,0,7,3,0,0,7
"494",2311,"2311. KAIMA","Kaima",0,2,0,0,0,0,0,0,0,0,16
"495",2312,"2312. MORO","Moro",0,0,0,0,0,0,0,0,0,0,0
"496",2313,"2313. OFFA","Offa",0,2,6,0,0,0,1,1,0,0,0
"497",2314,"2314. OKE ERO","Oke Ero",0,4,0,0,0,0,3,0,0,0,3
"498",2315,"2315. OYUN","Oyun",0,0,0,0,0,0,0,0,0,0,0
"499",2316,"2316. PATIGI","Patigi",0,0,0,0,0,0,0,0,0,0,20
"500",2401,"2401. AGEGE","Agege",3,17,3,0,0,0,5,1,0,0,1
"501",2402,"2402. AJEROMI IFELODU","Ajeromi Ifelodu",0,1,0,0,0,0,0,0,0,0,0
"502",2403,"2403. ALIMOSHO","Alimosho",6,12,0,0,0,0,0,0,0,0,0
"503",2404,"2404. AMUWO ODOFIN","Amuwo Odofin",0,9,1,0,0,0,0,0,0,0,0
"504",2405,"2405. APAPA","Apapa",21,7,4,0,0,0,2,1,0,0,1
"505",2406,"2406. BADAGRY","Badagry",0,0,0,0,0,0,0,1,0,0,0
"506",2407,"2407. EPE","Epe",0,0,0,0,0,0,0,0,0,0,0
"507",2408,"2408. ETI OSA","Eti Osa",0,0,0,0,0,0,0,0,0,0,0
"508",2409,"2409. IBEJU LEKKI","Ibeju Lekki",0,0,0,0,0,0,0,0,0,0,0
"509",2410,"2410. IFAKO IJAIYE","Ifako Ijaiye",3,7,0,0,0,0,0,0,0,0,0
"510",2411,"2411. IKEJA","Ikeja",0,0,0,0,0,0,0,0,0,0,0
"511",2412,"2412. IKORODU","Ikorodu",0,0,0,0,0,0,0,0,0,0,0
"512",2413,"2413. KOSOFE","Kosofe",2,4,0,0,0,0,0,0,0,0,0
"513",2414,"2414. LAGOS ISLAND","Lagos Island",0,0,0,0,0,0,0,0,0,0,0
"514",2415,"2415. LAGOS MAINLAN","Lagos Mainlan",5,3,1,0,0,0,0,1,0,0,0
"515",2416,"2416. MUSHIN","Mushin",19,1,0,0,0,0,0,0,0,0,0
"516",2417,"2417. OJO","Ojo",0,0,0,0,0,0,0,0,0,0,0
"517",2418,"2418. OSHODI","Oshodi",11,22,1,0,0,0,0,2,0,0,0
"518",2419,"2419. SHOMOLU","Shomolu",3,9,1,1,0,0,3,1,0,0,0
"519",2420,"2420. SURULERE (LAGOS)","Surulere (Lagos)",24,3,2,0,0,0,1,1,0,0,0
"520",2501,"2501. AKWANGA","Akwanga",0,0,0,0,0,0,0,0,0,0,0
"521",2502,"2502. AWE","Awe",0,0,0,0,0,0,0,0,0,0,0
"522",2503,"2503. DOMA","Doma",0,4,1,0,0,0,2,2,0,0,2
"523",2504,"2504. KARU","Karu",0,6,1,0,0,0,3,0,0,0,2
"524",2505,"2505. KEANA","Keana",0,0,0,0,0,0,0,0,0,0,0
"525",2506,"2506. KEFFI","Keffi",0,0,0,0,0,0,0,0,0,0,0
"526",2507,"2507. KOKONA","Kokona",0,0,0,0,0,0,0,0,0,0,0
"527",2508,"2508. LAFIA","Lafia",0,0,0,0,0,0,0,0,0,0,0
"528",2509,"2509. NASARAWA (NASARAWA STATE)","Nasarawa (Nasarawa State)",0,0,0,0,0,0,0,0,0,0,0
"529",2510,"2510. NASARAWA EGON","Nasarawa Egon",0,0,0,0,0,0,0,0,0,0,0
"530",2511,"2511. OBI (NASARAWA STATE)","Obi (Nasarawa State)",0,0,0,0,0,0,0,0,0,0,0
"531",2512,"2512. TOTO","Toto",0,0,0,0,0,0,0,0,0,0,0
"532",2513,"2513. WAMBA","Wamba",0,0,0,0,0,0,0,0,0,0,0
"533",2601,"2601. AGAIE","Agaie",0,0,0,0,0,0,0,0,0,0,0
"534",2602,"2602. AGWARA","Agwara",0,0,0,0,0,0,3,0,0,0,7
"535",2603,"2603. BIDA","Bida",6,1,3,0,0,0,7,3,0,0,0
"536",2604,"2604. BORGU","Borgu",0,0,0,0,0,0,2,0,0,0,8
"537",2605,"2605. BOSSO","Bosso",0,0,0,0,0,0,0,0,0,0,0
"538",2606,"2606. CHANCHAGA","Chanchaga",0,0,0,0,0,0,1,0,0,0,0
"539",2607,"2607. EDATI","Edati",0,0,0,0,0,0,0,0,0,0,0
"540",2608,"2608. GBAKO","Gbako",2,1,1,0,0,0,2,0,0,0,4
"541",2609,"2609. GURARA","Gurara",0,1,3,0,0,0,4,0,0,0,2
"542",2610,"2610. KATCHA","Katcha",0,0,0,0,0,0,0,0,0,0,0
"543",2611,"2611. KONTAGORA","Kontagora",1,0,0,0,0,0,2,1,0,0,6
"544",2612,"2612. LAPAI","Lapai",0,0,0,0,0,0,0,0,0,0,0
"545",2613,"2613. LAVUN","Lavun",1,1,0,0,0,0,1,0,0,0,7
"546",2614,"2614. MAGAMA","Magama",0,0,0,0,0,0,0,0,0,0,0
"547",2615,"2615. MARIGA","Mariga",2,1,0,0,0,0,3,1,0,0,13
"548",2616,"2616. MASHEGU","Mashegu",0,0,0,0,0,0,1,0,0,0,19
"549",2617,"2617. MOKWA","Mokwa",0,0,0,0,0,0,0,0,0,0,0
"550",2618,"2618. MUNYA","Munya",0,0,0,0,0,0,0,0,0,0,0
"551",2619,"2619. PAIKORO","Paikoro",0,0,0,0,0,0,0,0,0,0,0
"552",2620,"2620. RAFI","Rafi",1,1,0,0,0,0,4,0,0,0,4
"553",2621,"2621. RIJAV","Rijav",0,0,0,0,0,0,0,0,0,0,0
"554",2622,"2622. SHIRORO","Shiroro",0,0,0,0,0,0,0,0,0,0,0
"555",2623,"2623. SULEJA","Suleja",0,0,0,0,0,0,0,0,0,0,0
"556",2624,"2624. TAFA","Tafa",2,1,0,0,0,0,5,1,0,0,1
"557",2625,"2625. WUSHISHI","Wushishi",0,0,0,0,0,0,0,0,0,0,0
"558",2701,"2701. ABEOKUTA NORTH","Abeokuta North",0,6,2,0,0,0,1,0,0,0,1
"559",2702,"2702. ABEOKUTA SOUTH","Abeokuta South",0,0,0,0,0,0,0,0,0,0,0
"560",2703,"2703. ADOODO OTA","Adoodo Ota",0,12,2,0,0,1,3,0,0,0,1
"561",2704,"2704. YEWA NORTH","Yewa North",0,0,0,0,0,0,0,0,0,0,0
"562",2705,"2705. YEWA SOUTH","Yewa South",0,0,0,0,0,0,2,0,0,0,9
"563",2706,"2706. EWEKORO","Ewekoro",0,1,1,0,0,0,0,0,0,0,8
"564",2707,"2707. IFO","Ifo",0,1,0,0,0,0,0,0,0,0,0
"565",2708,"2708. IJEBU EAST","Ijebu East",0,0,0,0,0,0,0,0,0,0,0
"566",2709,"2709. IJEBU NORTH","Ijebu North",0,0,0,0,0,0,0,0,0,0,0
"567",2710,"2710. IJEBU NORTH EAST","Ijebu North East",0,0,0,0,0,0,0,0,0,0,0
"568",2711,"2711. IJEBU ODE","Ijebu Ode",0,5,3,0,0,0,2,0,0,0,8
"569",2712,"2712. IKENNE","Ikenne",0,4,5,0,0,1,14,0,0,0,1
"570",2713,"2713. IMEKO AFON","Imeko Afon",0,0,0,0,0,0,0,0,0,0,0
"571",2714,"2714. IPOKIA","Ipokia",0,0,0,0,0,0,1,0,0,0,0
"572",2715,"2715. OBAFEMI OWE","Obafemi Owe",0,2,0,0,0,0,2,0,0,0,14
"573",2716,"2716. ODEDA","Odeda",0,0,0,0,0,0,1,0,0,0,9
"574",2717,"2717. ODOGBOLU","Odogbolu",0,0,0,0,0,0,0,0,0,0,0
"575",2718,"2718. OGUN  WATERSIDE","Ogun Waterside",0,0,0,0,0,0,0,0,0,0,0
"576",2719,"2719. REMO NORTH","Remo North",0,0,0,0,0,0,0,0,0,0,0
"577",2720,"2720. SHAGAMU","Shagamu",0,8,7,0,0,0,5,0,0,0,0
"578",2801,"2801. AKOKO NORTH EAST","Akoko North East",2,0,0,0,0,0,3,0,0,0,5
"579",2802,"2802. AKOKO NORTH WEST","Akoko North West",0,0,0,0,0,0,0,0,0,0,0
"580",2803,"2803. AKOKO SOUTH EAST","Akoko South East",0,0,0,0,0,0,0,0,0,0,0
"581",2804,"2804. AKOKO SOUTH WEST","Akoko South West",0,2,0,0,0,0,1,0,0,0,0
"582",2805,"2805. AKURE NORTH","Akure North",0,1,3,0,0,0,1,0,0,0,5
"583",2806,"2806. AKURE SOUTH","Akure South",0,2,0,0,0,0,0,0,0,0,0
"584",2807,"2807. ESE ODO","Ese Odo",0,0,0,0,0,0,0,0,0,0,0
"585",2808,"2808. IDANRE","Idanre",0,1,1,0,0,0,0,0,0,0,8
"586",2809,"2809. IFEDORE","Ifedore",0,0,0,0,0,0,0,0,0,0,0
"587",2810,"2810. ILAJE","Ilaje",0,0,0,0,0,0,0,0,0,0,0
"588",2811,"2811. ILE OLUJI OKEIGBO","Ile Oluji Okeigbo",0,0,0,0,0,0,6,1,0,0,3
"589",2812,"2812. IRELE","Irele",0,0,0,0,0,0,0,0,0,0,0
"590",2813,"2813. ODIGBO","Odigbo",0,0,0,0,0,0,0,0,0,0,10
"591",2814,"2814. OKITIPUPA","Okitipupa",6,1,5,0,0,0,6,1,0,0,1
"592",2815,"2815. ONDO EAST","Ondo East",0,0,0,0,0,0,2,0,0,0,8
"593",2816,"2816. ONDO WEST","Ondo West",0,0,0,0,0,0,10,0,0,0,0
"594",2817,"2817. OSE","Ose",0,0,0,0,0,0,0,0,0,0,0
"595",2818,"2818. OWO","Owo",0,0,0,0,0,0,0,0,0,0,0
"596",2901,"2901. AIYEDADE","Aiyedade",0,0,0,0,0,0,0,0,0,0,0
"597",2902,"2902. AIYEDIRE","Aiyedire",0,0,0,0,0,0,0,0,0,0,0
"598",2903,"2903. ATAKUNMOSA EAST","Atakunmosa East",0,0,0,0,0,0,0,0,0,0,0
"599",2904,"2904. BOLUWADURO","Boluwaduro",0,0,0,0,0,0,0,0,0,0,0
"600",2905,"2905. BORIPE","Boripe",0,3,0,0,0,0,2,0,0,0,2
"601",2906,"2906. EDE NORTH","Ede North",0,0,0,0,0,0,0,0,0,0,0
"602",2907,"2907. EDE SOUTH","Ede South",0,0,0,0,0,0,0,0,0,0,0
